Where are cases?,COVID_Case_Count
Are there any cases near me,COVID_Case_Count
are people infected in my city ?,COVID_Case_Count
How many people in the world have died?,COVID_Case_Count
How many people total have coronavirus?,COVID_Case_Count
how many ppl are infected in the us?,COVID_Case_Count
is anyone near me sick,COVID_Case_Count
covid number in my state?,COVID_Case_Count
Where can I find information about covid 19 for the world?,COVID_Case_Count
Which countries has covid-19 been detected in?,COVID_Case_Count
how many people in texas have corona virus?,COVID_Case_Count
how many people have the virus?,COVID_Case_Count
How many people have the virus in our county,COVID_Case_Count
How many people have covid-19 in the whole world?,COVID_Case_Count
how many people have contracted the virus in pennysylvania,COVID_Case_Count
How many people are sick throughout the world?,COVID_Case_Count
How many people are infected with Corona virus currently in texas?,COVID_Case_Count
How many people are infected in Illinois?,COVID_Case_Count
how many people are infected,COVID_Case_Count
how many people are sick in the US?,COVID_Case_Count
how many patients are infected with corona virus in collin county,COVID_Case_Count
How many folks in Texas are infected?,COVID_Case_Count
how many current cases are there in Illinois,COVID_Case_Count
How many coronavirus cases are there in my area?,COVID_Case_Count
How many cases of the virus are there in the world?,COVID_Case_Count
How many cases of COVID-19 are in the US?,COVID_Case_Count
how many cases are there in Texas?,COVID_Case_Count
How has coronavirus spread around the world?,COVID_Case_Count
has anyone died of coronavirus in my state?,COVID_Case_Count
Does the US have a confirmed COVID case?,COVID_Case_Count
Does MA have a confirmed COVID case?,COVID_Case_Count
what is the count of coronavirus infected people?,COVID_Case_Count
How should I wash my clothes if I may have been exposed to COVID-19?,COVID_Cleaning_Disinfecting
How often do I need to clean my home to prevent the spread of coronavirus?,COVID_Cleaning_Disinfecting
is lysol enough to get rid of covid virus from countertops,COVID_Cleaning_Disinfecting
mopping products,COVID_Cleaning_Disinfecting
What kind of disinfectant should I use?,COVID_Cleaning_Disinfecting
Whats the difference between cleaning and disinfecting?,COVID_Cleaning_Disinfecting
Which surfaces are most important to disinfect?,COVID_Cleaning_Disinfecting
Should I spray myself or my kids with disinfectant?,COVID_Cleaning_Disinfecting
What cleaning methods kill the coronavirus?,COVID_Cleaning_Disinfecting
what cleaning regimen should I follow,COVID_Cleaning_Disinfecting
What is the best way to clean?,COVID_Cleaning_Disinfecting
How do I clean my home properly?,COVID_Cleaning_Disinfecting
Does alcohol kill the coronavirus?,COVID_Cleaning_Disinfecting
Do I need to disinfect my cell phone when I get home,COVID_Cleaning_Disinfecting
Do I need lysol wipes?,COVID_Cleaning_Disinfecting
Do I have to use bleach to kill coronavirus?,COVID_Cleaning_Disinfecting
disinfectant products,COVID_Cleaning_Disinfecting
cleaning products,COVID_Cleaning_Disinfecting
Are there disinfectants available that can inactivate (kill) COVID-19?,COVID_Cleaning_Disinfecting
"All the stores are out of disinfecting wipes, what do I do?",COVID_Cleaning_Disinfecting
how do i get rid of germs at my home,COVID_Cleaning_Disinfecting
how is the flue different from the coronavirus?,COVID_Comparing_Illness
what is the difference between the flu and coronavirus,COVID_Comparing_Illness
What's the difference between flu and coronavirus,COVID_Comparing_Illness
What's the difference between flu and coronavirus?,COVID_Comparing_Illness
what's the difference between the flu and coronavirus,COVID_Comparing_Illness
is this the same as the flu?,COVID_Comparing_Illness
Flu vs Coronavirus,COVID_Comparing_Illness
flu vs covid19,COVID_Comparing_Illness
Flu vs. COVID-19,COVID_Comparing_Illness
How do flu symptoms differ from coronavirus symptoms?,COVID_Comparing_Illness
how does cover-19 compare to the SARS epidemic?,COVID_Comparing_Illness
How is corona virus different than SARS?,COVID_Comparing_Illness
How is flu different from coronavirus,COVID_Comparing_Illness
How's the flu different from coronavirus?,COVID_Comparing_Illness
is covid the same as the flu?,COVID_Comparing_Illness
Is the coronavirus the same as a cold?,COVID_Comparing_Illness
Is the coronavirus the same as MERS?,COVID_Comparing_Illness
Is the coronavirus the same as SARS?,COVID_Comparing_Illness
is this worse than flu,COVID_Comparing_Illness
is this worse than flue,COVID_Comparing_Illness
Is this worse than the flu?,COVID_Comparing_Illness
SARS vs Corona virus?,COVID_Comparing_Illness
What is different between flu and coronavirus,COVID_Comparing_Illness
What is the difference between COVID-19 and the flu,COVID_Comparing_Illness
what is the difference between flu and coronavirus,COVID_Comparing_Illness
Where can I find more information about covid 19?,COVID_Description
Where did the coronavirus come from?,COVID_Description
where did corona virus start from?,COVID_Description
what is the Corona Virus,COVID_Description
what is novel coronavirus?,COVID_Description
what is covid19,COVID_Description
What is COVID?,COVID_Description
what is covid-19,COVID_Description
What is COVID-19?,COVID_Description
What is covid,COVID_Description
What is Corona virus?,COVID_Description
what is the coronavirus?,COVID_Description
What is corona virus,COVID_Description
What does covid stand for?,COVID_Description
origin of coronavirus,COVID_Description
what is the corona virus?,COVID_Description
Is covid a disease?,COVID_Description
I heard about covid what is it?,COVID_Description
How dangerous is this?,COVID_Description
Has the cause of COVID-19 been identified?,COVID_Description
covid what is it,COVID_Description
Where can I learn more about covid?,COVID_Description
where did covid come from?,COVID_Description
How do I know if my concert is cancelled?,COVID_Event_Shutdowns
events and large gatherings,COVID_Event_Shutdowns
event shutdowns,COVID_Event_Shutdowns
can my church still meet,COVID_Event_Shutdowns
can I still attend a conference,COVID_Event_Shutdowns
can i go to church,COVID_Event_Shutdowns
Are the museums closed?,COVID_Event_Shutdowns
Are groups of people allowed to meet?,COVID_Event_Shutdowns
Are events being shut down?,COVID_Event_Shutdowns
Are churches closed,COVID_Event_Shutdowns
Will I get a refund for a ticket I purchased?,COVID_Event_Shutdowns
Why is the government shutting down my event?,COVID_Event_Shutdowns
When will the NHL return?,COVID_Event_Shutdowns
When will the NCAA championships be held?,COVID_Event_Shutdowns
Is it okay to partake in sports activities?,COVID_Event_Shutdowns
public events cancelled,COVID_Event_Shutdowns
Should I feel safe going to the movies?,COVID_Event_Shutdowns
What is the maximum number of people allowed to meet right now?,COVID_Event_Shutdowns
What sports are being cancelled?,COVID_Event_Shutdowns
When are sports going to start back up?,COVID_Event_Shutdowns
When will the major sports leagues start playing again?,COVID_Event_Shutdowns
What has our government already done to reduce the risk of spreading the disease,COVID_Govt_Emergency
When will the national emergency end?,COVID_Govt_Emergency
What measures is the US taking against covid-19?,COVID_Govt_Emergency
What measurements is the government taking?,COVID_Govt_Emergency
What is the Government doing about Covid?,COVID_Govt_Emergency
What is a national emergency?,COVID_Govt_Emergency
What does a state of emergency mean?,COVID_Govt_Emergency
What are the crisis measures currently in place?,COVID_Govt_Emergency
Tell me about the Coronavirus response,COVID_Govt_Emergency
Is there a nationwide curfew?,COVID_Govt_Emergency
Is the US well prepared for covid 19,COVID_Govt_Emergency
is the government ready for covid,COVID_Govt_Emergency
Is the government legally allowed to close shops and restaurants?,COVID_Govt_Emergency
How long will the state of emergency last?,COVID_Govt_Emergency
How long has the national emergency been in place?,COVID_Govt_Emergency
How is the US government addressing the spread of covid-19?,COVID_Govt_Emergency
How is the United States prepared for the spread of covid 19?,COVID_Govt_Emergency
How does the state of emergency affect me?,COVID_Govt_Emergency
Can the government close public places?,COVID_Govt_Emergency
A national emergency was declared in the United States. What does this mean?,COVID_Govt_Emergency
How long before I experience covid-19 symptoms?,COVID_Illness_Length
What is the incubation period of covid?,COVID_Illness_Length
How long will I feel terrible?,COVID_Illness_Length
How long is the incubation period?,COVID_Illness_Length
How long is the incubation period of covid 19?,COVID_Illness_Length
how long is the incubation period for covid-19,COVID_Illness_Length
how long does the virus last?,COVID_Illness_Length
how long does the virus last,COVID_Illness_Length
How long does the disease last?,COVID_Illness_Length
How long does the coronavirus last?,COVID_Illness_Length
How long are people infected with COVID-19 before they are symptomatic?,COVID_Illness_Length
how long does the corona virus last?,COVID_Illness_Length
Incubation period of coronavirus?,COVID_Illness_Length
How long before I get symptoms?,COVID_Illness_Length
how long does it take for the virus to run through my system?,COVID_Illness_Length
how long does it last?,COVID_Illness_Length
how long does it last,COVID_Illness_Length
How long does COVID-19 last?,COVID_Illness_Length
how long does coronavirus last,COVID_Illness_Length
how long do symptoms take to develop?,COVID_Illness_Length
How long do I need to quarantine before I no longer can transmit the virus?,COVID_Illness_Length
how long can I expect to be sick?,COVID_Illness_Length
When can I buy a mask at a pharmacy?,COVID_Masks_Availability
Are there stores with protective face masks?,COVID_Masks_Availability
Help me get a respirator,COVID_Masks_Availability
How can I get a mask?,COVID_Masks_Availability
How is it possible that the state does not have enough masks and respirators?,COVID_Masks_Availability
Why can't I get or find a mask or a respirator anywhere?,COVID_Masks_Availability
Why aren't there respirators?,COVID_Masks_Availability
Why aren't there enough masks and respirators?,COVID_Masks_Availability
why aren't any masks available?,COVID_Masks_Availability
Why are there no masks and respirators in pharmacies?,COVID_Masks_Availability
Why are no masks or respirators available anywhere?,COVID_Masks_Availability
I'd like a respirator,COVID_Masks_Availability
Who has masks and respirators?,COVID_Masks_Availability
Where do people get protective masks or disinfectants?,COVID_Masks_Availability
Where can I get masks?,COVID_Masks_Availability
Where are face masks available?,COVID_Masks_Availability
When will respirators and masks be finally sold?,COVID_Masks_Availability
When will masks be available?,COVID_Masks_Availability
When will masks be available at retail stores? They are not yet and we can get infected on public transport before they are.,COVID_Masks_Availability
When can I buy a mask?,COVID_Masks_Availability
When should I wear a mask?,COVID_Masks_Protection
What is a cloth face covering and how does it help?,COVID_Masks_Protection
Can a mask help me?,COVID_Masks_Protection
Can I go out without a respirator?,COVID_Masks_Protection
Am I supposed to wear a face covering?,COVID_Masks_Protection
Do I need to wear a face mask?,COVID_Masks_Protection
Does a mask or respirator help prevent covid infection?,COVID_Masks_Protection
Do I have to wear a mask when I'm outside or taking a walk?,COVID_Masks_Protection
Do I have to wear a respirator?,COVID_Masks_Protection
Will a respirator help me?,COVID_Masks_Protection
should I wear a respirator?,COVID_Masks_Protection
Should I wear a mask so I don't get infected?,COVID_Masks_Protection
Should I wear a mask or a respirator?,COVID_Masks_Protection
Should I have something on my face when I go out?,COVID_Masks_Protection
Should I cover my face in public?,COVID_Masks_Protection
Should I buy a respirator?,COVID_Masks_Protection
I often travel by public transport. Should I wear a respirator?,COVID_Masks_Protection
Does the government recommend wearing masks?,COVID_Masks_Protection
Does the CDC say to cover your face?,COVID_Masks_Protection
When should I wear a respirator?,COVID_Masks_Protection
do i get paid leave time,COVID_Paid_Leave
will paid sick leave be available for Uber drivers?,COVID_Paid_Leave
will Texas provide paid sick leave,COVID_Paid_Leave
Will I get paid if I have COVID-19?,COVID_Paid_Leave
am I eligible for paid sick leave,COVID_Paid_Leave
am I eligible for sick leave,COVID_Paid_Leave
can i get paid sick leave,COVID_Paid_Leave
Can i still get paid sick leave for 14 days if i get corona,COVID_Paid_Leave
do I get paid sick leave,COVID_Paid_Leave
does my workplace offer paid sick leave?,COVID_Paid_Leave
duration of paid sick leave?,COVID_Paid_Leave
how long can i get paid sick leave,COVID_Paid_Leave
How much do I get paid for sick leave,COVID_Paid_Leave
How much paid sick leave will I get if I am contracted with the virus?,COVID_Paid_Leave
"I work at a grocery store but my childcare is closed, is anything being setup to handle this?",COVID_Paid_Leave
If I get sick will I continue to get paid?,COVID_Paid_Leave
My job will not let me work from home. Do I qualify for paid sick leave?,COVID_Paid_Leave
paid sick leave,COVID_Paid_Leave
tell me about paid sick leave,COVID_Paid_Leave
what if I don't have paid sick leave,COVID_Paid_Leave
What if I don't have paid sick leave?,COVID_Paid_Leave
When am I entitled to take paid sick leave?,COVID_Paid_Leave
who is able to get paid sick leave,COVID_Paid_Leave
who is eligible to get paid sick leave,COVID_Paid_Leave
Will government employees be paid during sick leave?,COVID_Paid_Leave
Will I get paid leave?,COVID_Paid_Leave
Will my employer give me paid leave if I have coronavirus?,COVID_Paid_Leave
Can I protect myself by drinking alcohol,COVID_Prevention
precautionary measures,COVID_Prevention
Is it even possible to avoid the virus?,COVID_Prevention
How to Prevent the Spread of the Virus,COVID_Prevention
How to prevent covid infection?,COVID_Prevention
how to I prevent myself from getting sick?,COVID_Prevention
How to avoid catching covid-19.,COVID_Prevention
How do you protect yourself?,COVID_Prevention
how do I stay safe,COVID_Prevention
How do I protect myself?,COVID_Prevention
how do i prevent catching the disease,COVID_Prevention
how do I ensure my family is safe?,COVID_Prevention
How do I avoid covid-19?,COVID_Prevention
How do I avoid Coronavirus,COVID_Prevention
How can I protect my family from the spread of coronavirus?,COVID_Prevention
prevent the spread of the virus,COVID_Prevention
Should I avoid people?,COVID_Prevention
What are some good tips for prevention?,COVID_Prevention
what can I do to avoid getting sick?,COVID_Prevention
What can I do to not get sick?,COVID_Prevention
what can i do to prevent COIVD?,COVID_Prevention
what can i do to stay safe,COVID_Prevention
what can i do to prevent getting coronavirus?,COVID_Prevention
What is effective prevention against covid?,COVID_Prevention
What is the best prevention?,COVID_Prevention
what is the best way to prevent coronavirus,COVID_Prevention
What is the most effective prevention?,COVID_Prevention
What is the risk of my child becoming sick with COVID-19?,COVID_Prevention
What’s the best way to prevent coronavirus?,COVID_Prevention
What will help me prevent covid infection?,COVID_Prevention
What should I do to stay safe?,COVID_Prevention
what should i do to contain the spread of the virus,COVID_Prevention
What should I do to avoid getting sick?,COVID_Prevention
What rules should I follow to prevent covid illness?,COVID_Prevention
how can i prevent coronavirus,COVID_Prevention
how can I not get sick,COVID_Prevention
How can I avoid getting sick?,COVID_Prevention
Does the sun kill coronavirus?,COVID_Prevention
Does eating garlic help?,COVID_Prevention
